"","X","V1","V2"
"1706",1408,19.1407,0
"1707",1409,19.1408,0
"1708",1410,19.1409,2.2332549746
"1709",1411,19.141,4.1863219487
"1710",1412,19.1411,0
"1711",1413,19.1412,3.9619899046
"1712",1414,19.1413,3.9402090267
"1713",1415,19.1414,3.9717586493
"1714",1416,19.1415,0
"1715",1417,19.1416,4.3862019686
"1716",1418,19.1417,4.2307074305
"1717",1419,19.1418,4.0621310413
"1718",1420,19.1419,0
"1719",1421,19.142,0
"1720",1422,19.1421,0
"1721",1423,19.1422,0
"1722",1424,19.1423,1.5088113776
"1723",1425,19.1424,1.4072310499
"1724",1426,19.1425,0
"1725",1427,19.1426,0.727487876799998
"1726",1428,19.1427,3.8186711717
"1727",1429,19.1428,0
"1728",1430,19.1429,0
"1729",1431,19.143,4.0749933203
"1730",1432,19.1431,1.411291544
"1731",1433,19.1432,0
"1732",1434,19.1433,2.4310863726
"1733",1435,19.1434,0
"1734",1436,19.1435,0
"1735",1437,19.1436,1.216193151
"1736",1438,19.1437,1.7542812966
"1737",1439,19.1438,2.1059441072
"1738",1440,19.1439,0
"1739",1441,19.144,3.3197660529
"1740",1442,19.1441,1.4716708299
"1741",1443,19.1442,3.7847921807
"1742",1444,19.1443,0
"1743",1445,19.1444,3.8180936264
"1744",1446,19.1445,3.8049511041
"1745",1447,19.1446,0
"1746",1448,19.1447,3.1274679091
"1747",1449,19.1448,0
"1748",1450,19.1449,1.7440082869
"1749",1451,19.145,3.417476259
"1750",1452,19.1451,0
"1751",1453,19.1452,2.5451108111
"1752",1454,19.1453,0
"1753",1455,19.1454,0
"1754",1456,19.1455,0
"1755",1457,19.1456,2.0688613431
"1756",1458,19.1457,0
"1757",1459,19.1458,0
"1758",1460,19.1459,2.7619113935
"1759",1461,19.146,1.8144868517
"1760",1462,19.1461,0
"1761",1463,19.1462,0
"1762",1464,19.1463,1.2000451557
"1763",1465,19.1464,2.7216654009
"1764",1466,19.1465,0
"1765",1467,19.1466,0
"1766",1468,19.1467,0
"1767",1469,19.1468,0.512223926799997
"1768",1470,19.1469,2.7634244643
"1769",1471,19.147,0
"1770",1472,19.1471,2.2764689037
"1771",1473,19.1472,0
"1772",1474,19.1473,0
"1773",1475,19.1474,0
"1774",1476,19.1475,0
"1775",1477,19.1476,0.755337818900003
"1776",1478,19.1477,0.378488885899998
"1777",1479,19.1478,3.4030855479
"1778",1480,19.1479,0
"1779",1481,19.148,3.3859856266
"1780",1482,19.1481,0
"1781",1483,19.1482,0
"1782",1484,19.1483,0
"1783",1485,19.1484,0
"1784",1486,19.1485,0
"1785",1487,19.1486,0
"1786",1488,19.1487,0
"1787",1489,19.1488,0
"1788",1490,19.1489,3.0398547072
"1789",1491,19.149,0
"1790",1492,19.1491,0
"1791",1493,19.1492,0.6736973947
"1792",1494,19.1493,1.3188970212
"1793",1495,19.1494,0.5505986513
"1794",1496,19.1495,0
"1795",1497,19.1496,0
"1796",1498,19.1497,0
"1797",1499,19.1498,2.9886210237
"1798",1500,19.1499,0
"1799",1501,19.15,1.2872718265
"1800",1502,19.1501,0
"1801",1503,19.1502,0
"1802",1504,19.1503,0
"1803",1505,19.1504,0
"1804",1506,19.1505,1.0831845489
"1805",1507,19.1506,2.4794531158
"1806",1508,19.1507,0
"1807",1509,19.1508,0
"1808",1510,19.1509,1.8760950147
"1809",1511,19.151,0
"1810",1512,19.1511,2.9028134439
"1811",1513,19.1512,0
"1812",1514,19.1513,0
"1813",1515,19.1514,0
"1814",1516,19.1515,0
"1815",1517,19.1516,0
"1816",1518,19.1517,2.4148665075
"1817",1519,19.1518,0
"1818",1520,19.1519,0
"1819",1521,19.152,0
"1820",1522,19.1521,0
"1821",1523,19.1522,0
"1822",1524,19.1523,0
"1823",1525,19.1524,2.8615724019
"1824",1526,19.1525,1.6984804997
"1825",1527,19.1526,0
"1826",1528,19.1527,0.242722308600001
"1827",1529,19.1528,1.6311291211
"1828",1530,19.1529,0
"1829",1531,19.153,0
"1830",1532,19.1531,0
"1831",1533,19.1532,0
"1832",1534,19.1533,0
"1833",1535,19.1534,0
"1834",1536,19.1535,0
"1835",1537,19.1536,0
"1836",1538,19.1537,0
"1837",1539,19.1538,0
"1838",1540,19.1539,0
"1839",1541,19.154,0
"1840",1542,19.1541,1.6726301375
"1841",1543,19.1542,1.186643577
"1842",1544,19.1543,0
"1843",1545,19.1544,0.678868494299998
"1844",1546,19.1545,0.633450318999998
"1845",1547,19.1546,0
"1846",1548,19.1547,0.896176644199997
"1847",1549,19.1548,0
"1848",1550,19.1549,0
"1849",1551,19.155,0
"1850",1552,19.1551,1.9920968064
"1851",1553,19.1552,0
"1852",1554,19.1553,0
"1853",1555,19.1554,0
"1854",1556,19.1555,2.1825441331
"1855",1557,19.1556,0
"1856",1558,19.1557,0
"1857",1559,19.1558,0
"1858",1560,19.1559,0
"1859",1561,19.156,0
"1860",1562,19.1561,0
"1861",1563,19.1562,0
"1862",1564,19.1563,0
"1863",1565,19.1564,0
"1864",1566,19.1565,0
"1865",1567,19.1566,0
"1866",1568,19.1567,0
"1867",1569,19.1568,0
"1868",1570,19.1569,0
"1869",1571,19.157,0
"1870",1572,19.1571,0
"1871",1573,19.1572,0
"1872",1574,19.1573,0.993133961799998
"1873",1575,19.1574,0.305984570100001
"1874",1576,19.1575,1.9476946975
"1875",1577,19.1576,0
"1876",1578,19.1577,0
"1877",1579,19.1578,0
"1878",1580,19.1579,0
"1879",1581,19.158,0
"1880",1582,19.1581,1.5578019881
"1881",1583,19.1582,0
"1882",1584,19.1583,1.6135326765
"1883",1585,19.1584,0
"1884",1586,19.1585,0
"1885",1587,19.1586,0
"1886",1588,19.1587,1.505826518
"1887",1589,19.1588,0
"1888",1590,19.1589,0
"1889",1591,19.159,0
"1890",1592,19.1591,0.354179592900003
"1891",1593,19.1592,0
"1892",1594,19.1593,1.6247328536
"1893",1595,19.1594,0
"1894",1596,19.1595,0
"1895",1597,19.1596,0
"1896",1598,19.1597,0
"1897",1599,19.1598,0
"1898",1600,19.1599,0
"1899",1601,19.16,0
"1900",1602,19.1601,0
"1901",1603,19.1602,0.733622228999998
"1902",1604,19.1603,0.826187516200001
"1903",1605,19.1604,0
"1904",1606,19.1605,0
"1905",1607,19.1606,0.364245391799997
"1906",1608,19.1607,0.691262193100002
"1907",1609,19.1608,0
"1908",1610,19.1609,0
"1909",1611,19.161,0
"1910",1612,19.1611,0
"1911",1613,19.1612,0
"1912",1614,19.1613,1.3213981568
"1913",1615,19.1614,0
"1914",1616,19.1615,0
"1915",1617,19.1616,1.2124109623
"1916",1618,19.1617,0
"1917",1619,19.1618,0
"1918",1620,19.1619,0.315699629599997
"1919",1621,19.162,0
"1920",1622,19.1621,0.6181439641
"1921",1623,19.1622,0
"1922",1624,19.1623,0.113553083699998
"1923",1625,19.1624,0
"1924",1626,19.1625,1.2552671257
"1925",1627,19.1626,0
"1926",1628,19.1627,0
"1927",1629,19.1628,0
"1928",1630,19.1629,0
"1929",1631,19.163,0
"1930",1632,19.1631,0
"1931",1633,19.1632,0
"1932",1634,19.1633,0
"1933",1635,19.1634,0.289308414399997
"1934",1636,19.1635,0.128161028500003
"1935",1637,19.1636,0
"1936",1638,19.1637,0.986741793900002
"1937",1639,19.1638,0
"1938",1640,19.1639,0
"1939",1641,19.164,0
"1940",1642,19.1641,0
"1941",1643,19.1642,0
"1942",1644,19.1643,0
"1943",1645,19.1644,0
"1944",1646,19.1645,0
"1945",1647,19.1646,0.980797328800001
"1946",1648,19.1647,0
"1947",1649,19.1648,0
"1948",1650,19.1649,0.979726901699998
"1949",1651,19.165,0
"1950",1652,19.1651,0
"1951",1653,19.1652,0
"1952",1654,19.1653,0
"1953",1655,19.1654,0
"1954",1656,19.1655,0
"1955",1657,19.1656,0
"1956",1658,19.1657,0
"1957",1659,19.1658,0.955278380400003
"1958",1660,19.1659,0
"1959",1661,19.166,0
"1960",1662,19.1661,0.987301735000003
"1961",1663,19.1662,0
"1962",1664,19.1663,0
"1963",1665,19.1664,0.288496345399999
"1964",1666,19.1665,0
"1965",1667,19.1666,0
"1966",1668,19.1667,0
"1967",1669,19.1668,0
"1968",1670,19.1669,0
"1969",1671,19.167,0
"1970",1672,19.1671,0
"1971",1673,19.1672,0
"1972",1674,19.1673,0
"1973",1675,19.1674,0
"1974",1676,19.1675,0
"1975",1677,19.1676,0
"1976",1678,19.1677,0.690466892099998
"1977",1679,19.1678,0
"1978",1680,19.1679,0
"1979",1681,19.168,0
"1980",1682,19.1681,0
"1981",1683,19.1682,0
"1982",1684,19.1683,0
"1983",1685,19.1684,0
"1984",1686,19.1685,0
"1985",1687,19.1686,0
"1986",1688,19.1687,0
"1987",1689,19.1688,0
"1988",1690,19.1689,0
"1989",1691,19.169,0
"1990",1692,19.1691,0
"1991",1693,19.1692,0
"1992",1694,19.1693,0
"1993",1695,19.1694,0
"1994",1696,19.1695,0
"1995",1697,19.1696,0
"1996",1698,19.1697,0
"1997",1699,19.1698,0.190169585900001
"1998",1700,19.1699,0
"1999",1701,19.17,0
"2000",1702,19.1701,0
"2001",1703,19.1702,0
"2002",1704,19.1703,0
"2003",1705,19.1704,0
"2004",1706,19.1705,0
"2005",1707,19.1706,0
"2006",1708,19.1707,0
"2007",1709,19.1708,0
"2008",1710,19.1709,0
"2009",1711,19.171,0
"2010",1712,19.1711,0
"2011",1713,19.1712,0
"2012",1714,19.1713,0
"2013",1715,19.1714,0
"2014",1716,19.1715,0
"2015",1717,19.1716,0
"2016",1718,19.1717,0
"2017",1719,19.1718,0
"2018",1720,19.1719,0
"2019",1721,19.172,0
"2020",1722,19.1721,0
"2021",1723,19.1722,0
"2022",1724,19.1723,0
"2023",1725,19.1724,0
"2024",1726,19.1725,0
"2025",1727,19.1726,0
"2026",1728,19.1727,0
"2027",1729,19.1728,0
"2028",1730,19.1729,0
"2029",1731,19.173,0
"2030",1732,19.1731,0
"2031",1733,19.1732,0
"2032",1734,19.1733,0
"2033",1735,19.1734,0
"2034",1736,19.1735,0
"2035",1737,19.1736,0
"2036",1738,19.1737,0
"2037",1739,19.1738,0
"2038",1740,19.1739,0
"2039",1741,19.174,0
